subPlot,Plot#,NearestSage,TransectPair,Date,Litter,Bare,Crypto,Rock,Dung,FirstYearSeedlingDensity,BRTE_A,VUBR_A,ELCA_A,Inv_AG_A,ERCI_A,LASE_A,DESO_A,SATR_A,SIAL_A,LEPE_A,UJ1_A,CETE_A,ALMI_A,TRDU_A,Inv_AF_A,POSE_A,ELEL_A,PASM_A,ORHY_A,CARX_A,ACTH_A,Nat_PG_A,TEGL_A,ERNA_A,GRSP_A,CHVI_A,ARTR_A,Shrub_A,UNK9_A,DEPI_A,UJ10_A,UJ13_A,UJ8_A,Nat_AF_A,PHDI_A,UNKJ4_A,UJ11_A,UJ12_A,UJ14_A,UJ4_A,CABR_A,UJ9_A,UJ7_A,CROC_A,DICA_A,AMIN_A,UJ3_A,UNK11_A,UJ5_A,Nat_PF_A
1-7,J24,>200,A,06/20/16 12:00 AM,86,10,0,3,0,0,5,0,0,5,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1-8,J24,>200,A,06/20/16 12:00 AM,15,39,0,45,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1-9,J24,>200,A,06/20/16 12:00 AM,5,93,0,1,0,0,7,0,0,7,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1-10,J24,>200,A,06/20/16 12:00 AM,76,20,0,3,0,0,3,0,0,3,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1-11,J24,>200,A,06/20/16 12:00 AM,94,5,0,0.5,0,0,8,0,0,8,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2-1,J24,>200,A,06/20/16 12:00 AM,30,67,0,2,0,0,7,0,0,7,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2-2,J24,>200,A,06/20/16 12:00 AM,10,88,0,0.5,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2-3,J24,>200,A,06/20/16 12:00 AM,27,70,0,0,0,0,13,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2-4,J24,>200,A,06/20/16 12:00 AM,38,60,0,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2-5,J24,>200,A,06/20/16 12:00 AM,33,65,0,0.5,0.5,0,5,0,0,5,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2-6,J24,>200,A,06/20/16 12:00 AM,60,39,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2-7,J24,>200,A,06/20/16 12:00 AM,59,40,0,0,0.5,0,5,0,0,5,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2-8,J24,>200,A,06/20/16 12:00 AM,60,39,0,0.5,0,0,8,0,0,8,0,0,0,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2-9,J24,>200,A,06/20/16 12:00 AM,35,62,0,0,0,0,9,0,0,9,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2-10,J24,>200,A,06/20/16 12:00 AM,5,88,0,7,0,0,2,0,0,2,0,0,0,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2-11,J24,>200,A,06/20/16 12:00 AM,20,20,0,60,0,0,1,0,0,1,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1-1,J24,>200,B,06/20/16 12:00 AM,50,50,0,0,0,0,2,0,0,2,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1-2,J24,>200,B,06/20/16 12:00 AM,10,88,0,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1-3,J24,>200,B,06/20/16 12:00 AM,30,68,0,0.5,0,0,8,0,0,8,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1-4,J24,>200,B,06/20/16 12:00 AM,57,40,0,0,0,0,13,0,0,13,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1-5,J24,>200,B,06/20/16 12:00 AM,NA,NA,NA,0.5,NA,0,6,0,0,6,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1-6,J24,>200,B,06/20/16 12:00 AM,66,30,0,0,0,0,20,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1-7,J24,>200,B,06/20/16 12:00 AM,40,58,0,0,0,0,10,0,0,10,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1-8,J24,>200,B,06/20/16 12:00 AM,67,30,0,0,0,0,5,0,0,5,0,0,0,0,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1-9,J24,>200,B,06/20/16 12:00 AM,27,70,0,0.5,0,0,15,0,0,15,0,0,0,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1-10,J24,>200,B,06/20/16 12:00 AM,68,30,0,0,0,0,9,0,0,9,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1-11,J24,>200,B,06/20/16 12:00 AM,70,28,0,0,0,0,8,0,0,8,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2-1,J24,>200,B,06/20/16 12:00 AM,20,77,0,1,0,0,9,0,0,9,0,0,0,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2-2,J24,>200,B,06/20/16 12:00 AM,30,59,0,0,0,0,5,0,0,5,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2-3,J24,>200,B,06/20/16 12:00 AM,30,68,0,0.5,0.5,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2-4,J24,>200,B,06/20/16 12:00 AM,74,25,0,0,0,0,5,0,0,5,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2-5,J24,>200,B,06/20/16 12:00 AM,20,76,0,1,0,0,12,0,0,12,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2-6,J24,>200,B,06/20/16 12:00 AM,64,35,0,0,0,0,8,0,0,8,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2-7,J24,>200,B,06/20/16 12:00 AM,78,20,0,0,0,0,5,0,0,5,0,0,0,0,18,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2-8,J24,>200,B,06/20/16 12:00 AM,78,20,0,0,0,0,10,0,0,10,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2-9,J24,>200,B,06/20/16 12:00 AM,20,80,0,0.5,0,0,2,0,0,2,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2-10,J24,>200,B,06/20/16 12:00 AM,57,40,0,0,0,0,15,0,0,15,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2-11,J24,>200,B,06/20/16 12:00 AM,71,25,0,0,0,0,18,0,0,18,0,0,0,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1-1,J24,>200,C,06/20/16 12:00 AM,67,30,0,0.5,0,0,10,0,0,10,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1-2,J24,>200,C,06/20/16 12:00 AM,10,87,0,2,0,0,7,0,0,7,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1-3,J24,>200,C,06/20/16 12:00 AM,58,40,0,1,0.5,0,7,0,0,7,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1-4,J24,>200,C,06/20/16 12:00 AM,72,25,0,1,0,0,9,0,0,9,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1-5,J24,>200,C,06/20/16 12:00 AM,50,46,0,0.5,0,0,12,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1-6,J24,>200,C,06/20/16 12:00 AM,68,30,0,0.5,0,0,13,0,0,13,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1-7,J24,>200,C,06/20/16 12:00 AM,15,84,0,0.5,0,0,4,0,0,4,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1-8,J24,>200,C,06/20/16 12:00 AM,58,35,0,1,0.5,0,4,0,0,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1-9,J24,>200,C,06/20/16 12:00 AM,80,15,0,0.5,0.5,0,16,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1-10,J24,>200,C,06/20/16 12:00 AM,62,35,0,0.5,0.5,0,11,0,0,11,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1-11,J24,>200,C,06/20/16 12:00 AM,85,11,0,0.5,0.5,0,18,0,0,18,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2-1,J24,>200,C,06/20/16 12:00 AM,67,30,0,0,0,0,10,0,0,10,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2-2,J24,>200,C,06/20/16 12:00 AM,80,15,0,0.5,0,0,15,0,0,15,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2-3,J24,>200,C,06/20/16 12:00 AM,82,15,0,1,0,0,9,0,0,9,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2-4,J24,>200,C,06/20/16 12:00 AM,72,25,0,0.5,0,0,10,0,0,10,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2-5,J24,>200,C,06/20/16 12:00 AM,20,77,0,1,0.5,0,6,0,0,6,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2-6,J24,>200,C,06/20/16 12:00 AM,5,94,0,0.5,0,0,1,0,0,1,0,0,0,0,0.5,0,0,0.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2-7,J24,>200,C,06/20/16 12:00 AM,58,40,0,0.5,0,0,7,0,0,7,0,0,0,0,15,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2-8,J24,>200,C,06/20/16 12:00 AM,45,54,0,0.5,0,0,5,0,0,5,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2-9,J24,>200,C,06/20/16 12:00 AM,77,20,0,0,0,0,9,0,0,9,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2-10,J24,>200,C,06/20/16 12:00 AM,77,20,0,0,0,0,7,0,0,7,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2-11,J24,>200,C,06/20/16 12:00 AM,25,70,0,3,0,0,7,0,0,7,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1-1,J25,0,A,06/24/16 12:00 AM,4,92,0,0.5,0.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,14,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1-2,J25,0,A,06/24/16 12:00 AM,15,81,0,1,0.5,0,1,0,0,1,0,0,0,0,0,4,0,0,0,0,4,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1-3,J25,0,A,06/24/16 12:00 AM,60,35,0,0.5,0.5,0,2,0,0,2,0,0,0,0,1,20,0,0,0,0,21,16,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1-4,J25,0,A,06/24/16 12:00 AM,30,65,0,1,0.5,0,1,0,0,1,0,0,0,0,0.5,8,0,0,0,0,8.5,15,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1-5,J25,0,A,06/24/16 12:00 AM,48,50,0,0.5,0,0,7,0,0,7,0,0,0,0,5,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1-6,J25,0,A,06/24/16 12:00 AM,97,0,0,0,0,0,9,0,0,9,0,0,0,0,0,10,0,0,0,0,10,3,0,0,0,0,0,3,0,55,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1-7,J25,0,A,06/24/16 12:00 AM,27,70,0,0.5,0,0,0,0,0,0,0,0,0,0,3,10,0,0,0,0,13,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1-8,J25,0,A,06/24/16 12:00 AM,30,65,0,0.5,0.5,0,2,0,0,2,0,0,0,0,0.5,12,0,0,0,0,12.5,20,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1-9,J25,0,A,06/24/16 12:00 AM,78,15,0.5,0.5,0,0,20,0,0,20,0,0,0,0,2,7,0,0,0,0,9,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1-10,J25,0,A,06/24/16 12:00 AM,47,45,5,0,0.5,0,4,0,0,4,0,0,0,0,0.5,17,0,0,0,0,17.5,9,0.5,0,0,0,0,9.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1-11,J25,0,A,06/24/16 12:00 AM,32,65,0,1,0.5,0,2,0,0,2,0,0,0,0,1,3,0,0,0,0,4,12,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2-1,J25,0,A,06/24/16 12:00 AM,27,70,0,0.5,0,0,6,0,0,6,0,0,0,0,8,1,0,0,0,0,9,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2-2,J25,0,A,06/24/16 12:00 AM,90,3,0,0,0,0,8,15,0,23,0,0,0,0,4,2,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2-3,J25,0,A,06/24/16 12:00 AM,68,30,0,1,0.5,0,3,0,0,3,0,0,0,0,10,8,0,0,0,0,18,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2-4,J25,0,A,06/24/16 12:00 AM,56,40,0,2,0,0,17,0,0,17,0,0,0,0,4,0,0,0,0,0,4,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2-5,J25,0,A,06/24/16 12:00 AM,69,30,0,0.5,0.5,0,7,0,0,7,0,0,0,0,2,4,0,0,0,0,6,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2-6,J25,0,A,06/24/16 12:00 AM,67,30,0,0,0,0,20,0,0,20,0,0,0,0,5,1,0,0,0,0,6,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2-7,J25,0,A,06/24/16 12:00 AM,62,30,0,0.5,5,0,10,0,0,10,0,0,0,0,5,13,0,0,0,0,18,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2-8,J25,0,A,06/24/16 12:00 AM,87,8,0,0.5,0,0,18,0,0,18,0,0,0,0,1,25,0,0,0,0,26,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2-9,J25,0,A,06/24/16 12:00 AM,96,2,0,0,0,0,10,0,0,10,0,0,0,0,9,25,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2-10,J25,0,A,06/24/16 12:00 AM,71,25,0,0,0,0,7,1,0,8,0,0,2,0,0,60,0,0,0,0,62,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2-11,J25,0,A,06/24/16 12:00 AM,87,10,1,0,0,50,0,0,0,0,0,0,0,0,1,0,0,0.5,0,0,1.5,7,4,0,0,0,0,11,0,0,0,0,15,15,0,0.5,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1-1,J25,0,B,06/24/16 12:00 AM,51,45,0,0,0,0,12,0,0,12,0,0,0,0,2,5,0,0,0,0,7,3,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1-2,J25,0,B,06/24/16 12:00 AM,83,10,0,0.5,0,0,9,0,0,9,0,0,0,0,0,3,0,0,0,0,3,10,0,0,0,0,0,10,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1-3,J25,0,B,06/24/16 12:00 AM,80,8,0,1,7,0,9,0,0,9,0,0,0,0,2,4,0,0,0,0,6,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1-4,J25,0,B,06/24/16 12:00 AM,25,71,0,1,0.5,0,1,0,0,1,0,0,0,0,2,1,0,0,0,0,3,9,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1-5,J25,0,B,06/24/16 12:00 AM,20,77,0,0.5,0,0,3,0,0,3,0,0,0,0,0,10,0,0,0,0,10,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1-6,J25,0,B,06/24/16 12:00 AM,48,45,0,1,0,0,15,0,0,15,0,0,0,0,10,1,0,0,0,0,11,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1-7,J25,0,B,06/24/16 12:00 AM,50,45,0,0.5,0.5,0,1,0,0,1,0,0,0,0,5,3,0,0,0,0,8,15,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1-8,J25,0,B,06/24/16 12:00 AM,27,70,0,0.5,0.5,0,4,0,0,4,0,0,0,0,0.5,3,0,0,0,0,3.5,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1-9,J25,0,B,06/24/16 12:00 AM,75,20,0,0.5,0,0,15,2,0,17,0,0,0,0,0,10,0,0,0,0,10,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1-10,J25,0,B,06/24/16 12:00 AM,69,27,0,0.5,0.5,0,5,0,0,5,0,0,0,0,0,20,0,0,0,0,20,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1-11,J25,0,B,06/24/16 12:00 AM,88,10,0,0.5,0,0,1,0.5,0,1.5,0,0,0,0,0,8,0,0,0,0,8,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2-1,J25,0,B,06/24/16 12:00 AM,71,25,0,2,0,0,4,0,0,4,0,0,0,0,1,30,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2-2,J25,0,B,06/24/16 12:00 AM,88,8,0,0.5,0,0,9,0,0,9,0,0,0,0,0.5,60,0,0,0,0,60.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2-3,J25,0,B,06/24/16 12:00 AM,75,22,0,0,0,0,11,1,0,12,0,0,0,0,0,30,0,0,0,0,30,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2-4,J25,0,B,06/24/16 12:00 AM,7,89,0,1,0,0,3,0,0,3,0,0,0,0,0,6,0,0,0,0,6,12,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2-5,J25,0,B,06/24/16 12:00 AM,83,15,1,0,0,0,5,0,0,5,0,0,0,0,1,5,0,0,0,0,6,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
